T,mut_pct,evasion_type,threshold,fpr,tpr
150,0,evasion_dilute,1.1804560644581312,0.8,1.0
150,0,evasion_dilute,0.585026652029182,0.992,1.0
150,0,evasion_dilute,-0.0,1.0,1.0
150,0,evasion_dilute,-inf,1.0,1.0
150,1,evasion_pure,inf,0.0,0.0
150,1,evasion_pure,82.93554201077308,0.0,0.905
150,1,evasion_pure,82.33818731446274,0.0,0.907
150,1,evasion_pure,81.74232142513081,0.0,0.916
150,1,evasion_pure,81.1444808443322,0.0,0.922
150,1,evasion_pure,80.54821356447572,0.0,0.999
150,1,evasion_pure,78.16115090926274,0.0,1.0
150,1,evasion_pure,4.164309428507575,0.001,1.0
150,1,evasion_pure,3.0,0.026,1.0
150,1,evasion_pure,2.3979400086720375,0.107,1.0
150,1,evasion_pure,1.7695510786217261,0.348,1.0
150,1,evasion_pure,1.1804560644581312,0.8,1.0
150,1,evasion_pure,0.585026652029182,0.992,1.0
150,1,evasion_pure,-0.0,1.0,1.0
150,1,evasion_pure,-inf,1.0,1.0
150,1,evasion_dilute,inf,0.0,0.0
150,1,evasion_dilute,82.93554201077308,0.0,0.222
150,1,evasion_dilute,82.33818731446274,0.0,0.227
150,1,evasion_dilute,81.74232142513081,0.0,0.23
150,1,evasion_dilute,81.1444808443322,0.0,0.234
150,1,evasion_dilute,80.54821356447572,0.0,0.549
150,1,evasion_dilute,79.95078197732983,0.0,0.555
150,1,evasion_dilute,79.3545777306509,0.0,0.558
150,1,evasion_dilute,78.7569619513137,0.0,0.566
150,1,evasion_dilute,78.16115090926274,0.0,0.81
150,1,evasion_dilute,77.56383735295924,0.0,0.818
150,1,evasion_dilute,76.96657624451305,0.0,0.825
150,1,evasion_dilute,76.37059040089729,0.0,0.831
150,1,evasion_dilute,75.77469071827414,0.0,0.935
150,1,evasion_dilute,75.17717835469689,0.0,0.938
150,1,evasion_dilute,74.58004425151024,0.0,0.944
150,1,evasion_dilute,73.98296666070122,0.0,0.946
150,1,evasion_dilute,73.38721614328027,0.0,0.981
150,1,evasion_dilute,72.79048498545737,0.0,0.983
150,1,evasion_dilute,72.19382002601611,0.0,0.985
150,1,evasion_dilute,71.59687947882418,0.0,0.987
150,1,evasion_dilute,71.0,0.0,0.999
150,1,evasion_dilute,68.61261017366127,0.0,1.0
150,1,evasion_dilute,4.164309428507575,0.001,1.0
150,1,evasion_dilute,3.0,0.026,1.0
150,1,evasion_dilute,2.3979400086720375,0.107,1.0
150,1,evasion_dilute,1.7695510786217261,0.348,1.0
150,1,evasion_dilute,1.1804560644581312,0.8,1.0
150,1,evasion_dilute,0.585026652029182,0.992,1.0
150,1,evasion_dilute,-0.0,1.0,1.0
150,1,evasion_dilute,-inf,1.0,1.0
150,10,evasion_pure,inf,0.0,0.0
150,10,evasion_pure,77.56383735295924,0.0,0.001
150,10,evasion_pure,73.38721614328027,0.0,0.002
150,10,evasion_pure,72.79048498545737,0.0,0.003
150,10,evasion_pure,71.59687947882418,0.0,0.007
150,10,evasion_pure,71.0,0.0,0.022
150,10,evasion_pure,70.40340290437354,0.0,0.027
150,10,evasion_pure,69.80687540164554,0.0,0.028
150,10,evasion_pure,69.20971483596676,0.0,0.032
150,10,evasion_pure,68.61261017366127,0.0,0.068
150,10,evasion_pure,68.01637371287546,0.0,0.076
150,10,evasion_pure,67.41907502432439,0.0,0.082
150,10,evasion_pure,66.82390874094432,0.0,0.088
150,10,evasion_pure,66.2262135550188,0.0,0.173
150,10,evasion_pure,65.62893213772827,0.0,0.194
150,10,evasion_pure,65.03245202378113,0.0,0.213
150,10,evasion_pure,64.4353339357479,0.0,0.236
150,10,evasion_pure,63.83863199776503,0.0,0.336
150,10,evasion_pure,63.242603971206975,0.0,0.357
150,10,evasion_pure,62.6458915608526,0.0,0.373
150,10,evasion_pure,62.04866248120408,0.0,0.4
150,10,evasion_pure,61.45222529461218,0.0,0.526
150,10,evasion_pure,60.85387196432176,0.0,0.551
150,10,evasion_pure,60.258848401148214,0.0,0.578
150,10,evasion_pure,59.6615435063954,0.0,0.612
150,10,evasion_pure,59.06499684854634,0.0,0.723
150,10,evasion_pure,58.46852108295774,0.0,0.754
150,10,evasion_pure,57.872895201635195,0.0,0.788
150,10,evasion_pure,57.274905478918534,0.0,0.809
150,10,evasion_pure,56.67778070526608,0.0,0.865
150,10,evasion_pure,56.081445469449726,0.0,0.879
150,10,evasion_pure,55.48412615628832,0.0,0.897
150,10,evasion_pure,54.88941028970075,0.0,0.912
150,10,evasion_pure,54.29073003902417,0.0,0.946
150,10,evasion_pure,53.694648630553374,0.0,0.954
150,10,evasion_pure,53.097453220686006,0.0,0.961
150,10,evasion_pure,52.5003129173816,0.0,0.963
150,10,evasion_pure,51.903089986991944,0.0,0.979
150,10,evasion_pure,51.30715308072277,0.0,0.984
150,10,evasion_pure,50.709965388637485,0.0,0.986
150,10,evasion_pure,50.11407366019857,0.0,0.993
150,10,evasion_pure,49.51712641639125,0.0,0.997
150,10,evasion_pure,48.920818753952375,0.0,0.998
150,10,evasion_pure,47.13018179202067,0.0,0.999
150,10,evasion_pure,42.356547323513816,0.0,1.0
150,10,evasion_pure,4.164309428507575,0.001,1.0
150,10,evasion_pure,3.0,0.026,1.0
150,10,evasion_pure,2.3979400086720375,0.107,1.0
150,10,evasion_pure,1.7695510786217261,0.348,1.0
150,10,evasion_pure,1.1804560644581312,0.8,1.0
150,10,evasion_pure,0.585026652029182,0.992,1.0
150,10,evasion_pure,-0.0,1.0,1.0
150,10,evasion_pure,-inf,1.0,1.0
150,10,evasion_dilute,inf,0.0,0.0
150,10,evasion_dilute,73.38721614328027,0.0,0.001
150,10,evasion_dilute,68.61261017366127,0.0,0.005
150,10,evasion_dilute,67.41907502432439,0.0,0.007
150,10,evasion_dilute,66.82390874094432,0.0,0.011
150,10,evasion_dilute,66.2262135550188,0.0,0.016
150,10,evasion_dilute,65.62893213772827,0.0,0.017
150,10,evasion_dilute,65.03245202378113,0.0,0.018
150,10,evasion_dilute,64.4353339357479,0.0,0.02
150,10,evasion_dilute,63.83863199776503,0.0,0.043
150,10,evasion_dilute,63.242603971206975,0.0,0.045
150,10,evasion_dilute,62.6458915608526,0.0,0.049
150,10,evasion_dilute,62.04866248120408,0.0,0.052
150,10,evasion_dilute,61.45222529461218,0.0,0.08
150,10,evasion_dilute,60.85387196432176,0.0,0.085
150,10,evasion_dilute,60.258848401148214,0.0,0.087
150,10,evasion_dilute,59.6615435063954,0.0,0.093
150,10,evasion_dilute,59.06499684854634,0.0,0.13
150,10,evasion_dilute,58.46852108295774,0.0,0.137
150,10,evasion_dilute,57.872895201635195,0.0,0.148
150,10,evasion_dilute,57.274905478918534,0.0,0.158
150,10,evasion_dilute,56.67778070526608,0.0,0.204
150,10,evasion_dilute,56.081445469449726,0.0,0.215
150,10,evasion_dilute,55.48412615628832,0.0,0.228
150,10,evasion_dilute,54.88941028970075,0.0,0.241
150,10,evasion_dilute,54.29073003902417,0.0,0.292
150,10,evasion_dilute,53.694648630553374,0.0,0.304
150,10,evasion_dilute,53.097453220686006,0.0,0.32
150,10,evasion_dilute,52.5003129173816,0.0,0.334
150,10,evasion_dilute,51.903089986991944,0.0,0.38
150,10,evasion_dilute,51.30715308072277,0.0,0.396
150,10,evasion_dilute,50.709965388637485,0.0,0.421
150,10,evasion_dilute,50.11407366019857,0.0,0.443
150,10,evasion_dilute,49.51712641639125,0.0,0.503
150,10,evasion_dilute,48.920818753952375,0.0,0.523
150,10,evasion_dilute,48.32330639037513,0.0,0.539
150,10,evasion_dilute,47.72584215073632,0.0,0.551
150,10,evasion_dilute,47.13018179202067,0.0,0.605
150,10,evasion_dilute,46.53313237964589,0.0,0.625
150,10,evasion_dilute,45.935542010773084,0.0,0.642
150,10,evasion_dilute,45.34008379993015,0.0,0.654
150,10,evasion_dilute,44.74232142513082,0.0,0.697
150,10,evasion_dilute,44.14630178822382,0.0,0.718
150,10,evasion_dilute,43.54975089168064,0.0,0.741
150,10,evasion_dilute,42.95467702121334,0.0,0.764
150,10,evasion_dilute,42.356547323513816,0.0,0.8
150,10,evasion_dilute,41.7594507517174,0.0,0.819
150,10,evasion_dilute,41.162411561764486,0.0,0.831
150,10,evasion_dilute,40.5654310959658,0.0,0.841
150,10,evasion_dilute,39.97061622231479,0.0,0.873
150,10,evasion_dilute,39.37263414340727,0.0,0.883
150,10,evasion_dilute,38.77469071827414,0.0,0.897
150,10,evasion_dilute,38.1791420105603,0.0,0.909
150,10,evasion_dilute,37.58169870868026,0.0,0.928
150,10,evasion_dilute,36.98716277529483,0.0,0.931
150,10,evasion_dilute,36.38827669199266,0.0,0.939
150,10,evasion_dilute,35.79317412396815,0.0,0.942
150,10,evasion_dilute,35.195179321278836,0.0,0.955
150,10,evasion_dilute,34.598599459218455,0.0,0.958
150,10,evasion_dilute,34.0017406615763,0.0,0.96
150,10,evasion_dilute,33.40450377817442,0.0,0.961
150,10,evasion_dilute,32.80687540164554,0.0,0.967
150,10,evasion_dilute,32.21112488422458,0.0,0.972
150,10,evasion_dilute,31.614393726401687,0.0,0.977
150,10,evasion_dilute,31.01772876696043,0.0,0.979
150,10,evasion_dilute,30.421360790031926,0.0,0.983
150,10,evasion_dilute,29.82390874094432,0.0,0.985
150,10,evasion_dilute,29.22767829327708,0.0,0.986
150,10,evasion_dilute,28.630784142589857,0.0,0.99
150,10,evasion_dilute,28.034328028779893,0.0,0.992
150,10,evasion_dilute,27.437707135543526,0.0,0.994
150,10,evasion_dilute,26.84163750790475,0.0,0.995
150,10,evasion_dilute,26.24412514432751,0.0,0.996
150,10,evasion_dilute,25.05060999335509,0.0,0.997
150,10,evasion_dilute,24.45345733652187,0.0,0.998
150,10,evasion_dilute,23.856985199745903,0.0,0.999
150,10,evasion_dilute,19.679853713888946,0.0,1.0
150,10,evasion_dilute,4.164309428507575,0.001,1.0
150,10,evasion_dilute,3.0,0.026,1.0
150,10,evasion_dilute,2.3979400086720375,0.107,1.0
150,10,evasion_dilute,1.7695510786217261,0.348,1.0
150,10,evasion_dilute,1.1804560644581312,0.8,1.0
150,10,evasion_dilute,0.585026652029182,0.992,1.0
150,10,evasion_dilute,-0.0,1.0,1.0
150,10,evasion_dilute,-inf,1.0,1.0
150,15,evasion_pure,inf,0.0,0.0
150,15,evasion_pure,63.83863199776503,0.0,0.003
150,15,evasion_pure,62.04866248120408,0.0,0.004
150,15,evasion_pure,61.45222529461218,0.0,0.006
150,15,evasion_pure,60.85387196432176,0.0,0.008
150,15,evasion_pure,60.258848401148214,0.0,0.01
150,15,evasion_pure,59.6615435063954,0.0,0.011
150,15,evasion_pure,59.06499684854634,0.0,0.02
150,15,evasion_pure,58.46852108295774,0.0,0.024
150,15,evasion_pure,57.872895201635195,0.0,0.029
150,15,evasion_pure,57.274905478918534,0.0,0.034
150,15,evasion_pure,56.67778070526608,0.0,0.051
150,15,evasion_pure,56.081445469449726,0.0,0.056
150,15,evasion_pure,55.48412615628832,0.0,0.067
150,15,evasion_pure,54.88941028970075,0.0,0.077
150,15,evasion_pure,54.29073003902417,0.0,0.109
150,15,evasion_pure,53.694648630553374,0.0,0.121
150,15,evasion_pure,53.097453220686006,0.0,0.132
150,15,evasion_pure,52.5003129173816,0.0,0.146
150,15,evasion_pure,51.903089986991944,0.0,0.197
150,15,evasion_pure,51.30715308072277,0.0,0.218
150,15,evasion_pure,50.709965388637485,0.0,0.238
150,15,evasion_pure,50.11407366019857,0.0,0.262
150,15,evasion_pure,49.51712641639125,0.0,0.334
150,15,evasion_pure,48.920818753952375,0.0,0.355
150,15,evasion_pure,48.32330639037513,0.0,0.394
150,15,evasion_pure,47.72584215073632,0.0,0.428
150,15,evasion_pure,47.13018179202067,0.0,0.51
150,15,evasion_pure,46.53313237964589,0.0,0.538
150,15,evasion_pure,45.935542010773084,0.0,0.565
150,15,evasion_pure,45.34008379993015,0.0,0.598
150,15,evasion_pure,44.74232142513082,0.0,0.682
150,15,evasion_pure,44.14630178822382,0.0,0.725
150,15,evasion_pure,43.54975089168064,0.0,0.752
150,15,evasion_pure,42.95467702121334,0.0,0.781
150,15,evasion_pure,42.356547323513816,0.0,0.824
150,15,evasion_pure,41.7594507517174,0.0,0.839
150,15,evasion_pure,41.162411561764486,0.0,0.862
150,15,evasion_pure,40.5654310959658,0.0,0.889
150,15,evasion_pure,39.97061622231479,0.0,0.923
150,15,evasion_pure,39.37263414340727,0.0,0.934
150,15,evasion_pure,38.77469071827414,0.0,0.95
150,15,evasion_pure,38.1791420105603,0.0,0.953
150,15,evasion_pure,37.58169870868026,0.0,0.966
150,15,evasion_pure,36.98716277529483,0.0,0.971
150,15,evasion_pure,36.38827669199266,0.0,0.977
150,15,evasion_pure,35.79317412396815,0.0,0.978
150,15,evasion_pure,35.195179321278836,0.0,0.984
150,15,evasion_pure,34.598599459218455,0.0,0.992
150,15,evasion_pure,34.0017406615763,0.0,0.993
150,15,evasion_pure,33.40450377817442,0.0,0.994
150,15,evasion_pure,32.80687540164554,0.0,0.996
150,15,evasion_pure,32.21112488422458,0.0,0.997
150,15,evasion_pure,31.614393726401687,0.0,0.998
150,15,evasion_pure,30.421360790031926,0.0,1.0
150,15,evasion_pure,4.164309428507575,0.001,1.0
150,15,evasion_pure,3.0,0.026,1.0
150,15,evasion_pure,2.3979400086720375,0.107,1.0
150,15,evasion_pure,1.7695510786217261,0.348,1.0
150,15,evasion_pure,1.1804560644581312,0.8,1.0
150,15,evasion_pure,0.585026652029182,0.992,1.0
150,15,evasion_pure,-0.0,1.0,1.0
150,15,evasion_pure,-inf,1.0,1.0
150,15,evasion_dilute,inf,0.0,0.0
150,15,evasion_dilute,56.67778070526608,0.0,0.001
150,15,evasion_dilute,55.48412615628832,0.0,0.003
150,15,evasion_dilute,54.88941028970075,0.0,0.004
150,15,evasion_dilute,54.29073003902417,0.0,0.006
150,15,evasion_dilute,53.694648630553374,0.0,0.007
150,15,evasion_dilute,53.097453220686006,0.0,0.008
150,15,evasion_dilute,52.5003129173816,0.0,0.01
150,15,evasion_dilute,51.903089986991944,0.0,0.014
150,15,evasion_dilute,51.30715308072277,0.0,0.018
150,15,evasion_dilute,50.709965388637485,0.0,0.022
150,15,evasion_dilute,50.11407366019857,0.0,0.028
150,15,evasion_dilute,49.51712641639125,0.0,0.032
150,15,evasion_dilute,48.920818753952375,0.0,0.037
150,15,evasion_dilute,48.32330639037513,0.0,0.041
150,15,evasion_dilute,47.72584215073632,0.0,0.046
150,15,evasion_dilute,47.13018179202067,0.0,0.053
150,15,evasion_dilute,46.53313237964589,0.0,0.055
150,15,evasion_dilute,45.935542010773084,0.0,0.065
150,15,evasion_dilute,45.34008379993015,0.0,0.074
150,15,evasion_dilute,44.74232142513082,0.0,0.088
150,15,evasion_dilute,44.14630178822382,0.0,0.099
150,15,evasion_dilute,43.54975089168064,0.0,0.11
150,15,evasion_dilute,42.95467702121334,0.0,0.117
150,15,evasion_dilute,42.356547323513816,0.0,0.148
150,15,evasion_dilute,41.7594507517174,0.0,0.162
150,15,evasion_dilute,41.162411561764486,0.0,0.175
150,15,evasion_dilute,40.5654310959658,0.0,0.2
150,15,evasion_dilute,39.97061622231479,0.0,0.224
150,15,evasion_dilute,39.37263414340727,0.0,0.25
150,15,evasion_dilute,38.77469071827414,0.0,0.267
150,15,evasion_dilute,38.1791420105603,0.0,0.28
150,15,evasion_dilute,37.58169870868026,0.0,0.306
150,15,evasion_dilute,36.98716277529483,0.0,0.32
150,15,evasion_dilute,36.38827669199266,0.0,0.338
150,15,evasion_dilute,35.79317412396815,0.0,0.357
150,15,evasion_dilute,35.195179321278836,0.0,0.395
150,15,evasion_dilute,34.598599459218455,0.0,0.412
150,15,evasion_dilute,34.0017406615763,0.0,0.435
150,15,evasion_dilute,33.40450377817442,0.0,0.455
150,15,evasion_dilute,32.80687540164554,0.0,0.488
150,15,evasion_dilute,32.21112488422458,0.0,0.503
150,15,evasion_dilute,31.614393726401687,0.0,0.518
150,15,evasion_dilute,31.01772876696043,0.0,0.54
150,15,evasion_dilute,30.421360790031926,0.0,0.578
150,15,evasion_dilute,29.82390874094432,0.0,0.595
150,15,evasion_dilute,29.22767829327708,0.0,0.62
150,15,evasion_dilute,28.630784142589857,0.0,0.634
150,15,evasion_dilute,28.034328028779893,0.0,0.669
150,15,evasion_dilute,27.437707135543526,0.0,0.685
150,15,evasion_dilute,26.84163750790475,0.0,0.705
150,15,evasion_dilute,26.24412514432751,0.0,0.723
150,15,evasion_dilute,25.647817481888637,0.0,0.749
150,15,evasion_dilute,25.05060999335509,0.0,0.767
150,15,evasion_dilute,24.45345733652187,0.0,0.78
150,15,evasion_dilute,23.856985199745903,0.0,0.789
150,15,evasion_dilute,23.260427655549908,0.0,0.819
150,15,evasion_dilute,22.66354026615147,0.0,0.833
150,15,evasion_dilute,22.066512712151294,0.0,0.845
150,15,evasion_dilute,21.46980030179692,0.0,0.854
150,15,evasion_dilute,20.872895201635192,0.0,0.878
150,15,evasion_dilute,20.276544327964814,0.0,0.89
150,15,evasion_dilute,19.679853713888946,0.0,0.896
150,15,evasion_dilute,19.083019952679617,0.0,0.913
150,15,evasion_dilute,18.48678239993206,0.0,0.925
150,15,evasion_dilute,17.889410289700752,0.0,0.937
150,15,evasion_dilute,17.292429823902065,0.0,0.941
150,15,evasion_dilute,16.69680394257951,0.0,0.947
150,15,evasion_dilute,16.09908693226233,0.0,0.954
150,15,evasion_dilute,15.503070351926786,0.0,0.96
150,15,evasion_dilute,14.906578314837764,0.0,0.965
150,15,evasion_dilute,14.308918507877031,0.0,0.967
150,15,evasion_dilute,13.712198270069774,0.0,0.97
150,15,evasion_dilute,13.115204636051018,0.0,0.974
150,15,evasion_dilute,12.518557371497694,0.0,0.976
150,15,evasion_dilute,11.920818753952375,0.0,0.978
150,15,evasion_dilute,11.325138859262188,0.0,0.981
150,15,evasion_dilute,10.7281583934635,0.0,0.985
150,15,evasion_dilute,10.131943638176958,0.0,0.986
150,15,evasion_dilute,9.534617148551582,0.0,0.987
150,15,evasion_dilute,8.939302159646388,0.0,0.989
150,15,evasion_dilute,8.341035157335565,0.0,0.992
150,15,evasion_dilute,7.7447274948966935,0.0,0.994
150,15,evasion_dilute,7.148130399270234,0.0,0.996
150,15,evasion_dilute,6.55129368009492,0.0,0.998
150,15,evasion_dilute,5.357535479757878,0.0,0.999
150,15,evasion_dilute,4.164309428507575,0.001,0.999
150,15,evasion_dilute,3.567030709125594,0.001,1.0
150,15,evasion_dilute,3.0,0.026,1.0
150,15,evasion_dilute,2.3979400086720375,0.107,1.0
150,15,evasion_dilute,1.7695510786217261,0.348,1.0
150,15,evasion_dilute,1.1804560644581312,0.8,1.0
150,15,evasion_dilute,0.585026652029182,0.992,1.0
150,15,evasion_dilute,-0.0,1.0,1.0
150,15,evasion_dilute,-inf,1.0,1.0
150,20,evasion_pure,inf,0.0,0.0
150,20,evasion_pure,54.29073003902417,0.0,0.001
150,20,evasion_pure,51.903089986991944,0.0,0.002
150,20,evasion_pure,50.11407366019857,0.0,0.003
150,20,evasion_pure,49.51712641639125,0.0,0.005
150,20,evasion_pure,48.920818753952375,0.0,0.006
150,20,evasion_pure,48.32330639037513,0.0,0.008
150,20,evasion_pure,47.13018179202067,0.0,0.015
150,20,evasion_pure,46.53313237964589,0.0,0.017
150,20,evasion_pure,45.935542010773084,0.0,0.023
150,20,evasion_pure,45.34008379993015,0.0,0.028
150,20,evasion_pure,44.74232142513082,0.0,0.035
150,20,evasion_pure,44.14630178822382,0.0,0.04
150,20,evasion_pure,43.54975089168064,0.0,0.043
150,20,evasion_pure,42.95467702121334,0.0,0.053
150,20,evasion_pure,42.356547323513816,0.0,0.073
150,20,evasion_pure,41.7594507517174,0.0,0.08
150,20,evasion_pure,41.162411561764486,0.0,0.092
150,20,evasion_pure,40.5654310959658,0.0,0.102
150,20,evasion_pure,39.97061622231479,0.0,0.121
150,20,evasion_pure,39.37263414340727,0.0,0.134
150,20,evasion_pure,38.77469071827414,0.0,0.148
150,20,evasion_pure,38.1791420105603,0.0,0.166
150,20,evasion_pure,37.58169870868026,0.0,0.204
150,20,evasion_pure,36.98716277529483,0.0,0.228
150,20,evasion_pure,36.38827669199266,0.0,0.25
150,20,evasion_pure,35.79317412396815,0.0,0.282
150,20,evasion_pure,35.195179321278836,0.0,0.333
150,20,evasion_pure,34.598599459218455,0.0,0.365
150,20,evasion_pure,34.0017406615763,0.0,0.406
150,20,evasion_pure,33.40450377817442,0.0,0.438
150,20,evasion_pure,32.80687540164554,0.0,0.492
150,20,evasion_pure,32.21112488422458,0.0,0.537
150,20,evasion_pure,31.614393726401687,0.0,0.581
150,20,evasion_pure,31.01772876696043,0.0,0.62
150,20,evasion_pure,30.421360790031926,0.0,0.677
150,20,evasion_pure,29.82390874094432,0.0,0.714
150,20,evasion_pure,29.22767829327708,0.0,0.741
150,20,evasion_pure,28.630784142589857,0.0,0.779
150,20,evasion_pure,28.034328028779893,0.0,0.81
150,20,evasion_pure,27.437707135543526,0.0,0.834
150,20,evasion_pure,26.84163750790475,0.0,0.86
150,20,evasion_pure,26.24412514432751,0.0,0.88
150,20,evasion_pure,25.647817481888637,0.0,0.908
150,20,evasion_pure,25.05060999335509,0.0,0.922
150,20,evasion_pure,24.45345733652187,0.0,0.936
150,20,evasion_pure,23.856985199745903,0.0,0.942
150,20,evasion_pure,23.260427655549908,0.0,0.952
150,20,evasion_pure,22.66354026615147,0.0,0.963
150,20,evasion_pure,22.066512712151294,0.0,0.972
150,20,evasion_pure,21.46980030179692,0.0,0.978
150,20,evasion_pure,20.872895201635192,0.0,0.983
150,20,evasion_pure,20.276544327964814,0.0,0.987
150,20,evasion_pure,19.679853713888946,0.0,0.989
150,20,evasion_pure,19.083019952679617,0.0,0.994
150,20,evasion_pure,18.48678239993206,0.0,0.998
150,20,evasion_pure,17.292429823902065,0.0,1.0
150,20,evasion_pure,4.164309428507575,0.001,1.0
150,20,evasion_pure,3.0,0.026,1.0
150,20,evasion_pure,2.3979400086720375,0.107,1.0
150,20,evasion_pure,1.7695510786217261,0.348,1.0
150,20,evasion_pure,1.1804560644581312,0.8,1.0
150,20,evasion_pure,0.585026652029182,0.992,1.0
150,20,evasion_pure,-0.0,1.0,1.0
150,20,evasion_pure,-inf,1.0,1.0
150,20,evasion_dilute,inf,0.0,0.0
150,20,evasion_dilute,50.11407366019857,0.0,0.001
150,20,evasion_dilute,47.13018179202067,0.0,0.002
150,20,evasion_dilute,45.34008379993015,0.0,0.003
150,20,evasion_dilute,44.14630178822382,0.0,0.004
150,20,evasion_dilute,42.356547323513816,0.0,0.006
150,20,evasion_dilute,41.7594507517174,0.0,0.007
150,20,evasion_dilute,41.162411561764486,0.0,0.009
150,20,evasion_dilute,40.5654310959658,0.0,0.01
150,20,evasion_dilute,39.97061622231479,0.0,0.011
150,20,evasion_dilute,39.37263414340727,0.0,0.016
150,20,evasion_dilute,38.77469071827414,0.0,0.019
150,20,evasion_dilute,38.1791420105603,0.0,0.02
150,20,evasion_dilute,37.58169870868026,0.0,0.022
150,20,evasion_dilute,36.98716277529483,0.0,0.024
150,20,evasion_dilute,36.38827669199266,0.0,0.028
150,20,evasion_dilute,35.79317412396815,0.0,0.032
150,20,evasion_dilute,35.195179321278836,0.0,0.036
150,20,evasion_dilute,34.598599459218455,0.0,0.04
150,20,evasion_dilute,34.0017406615763,0.0,0.043
150,20,evasion_dilute,33.40450377817442,0.0,0.046
150,20,evasion_dilute,32.80687540164554,0.0,0.051
150,20,evasion_dilute,32.21112488422458,0.0,0.059
150,20,evasion_dilute,31.614393726401687,0.0,0.068
150,20,evasion_dilute,31.01772876696043,0.0,0.075
150,20,evasion_dilute,30.421360790031926,0.0,0.088
150,20,evasion_dilute,29.82390874094432,0.0,0.096
150,20,evasion_dilute,29.22767829327708,0.0,0.108
150,20,evasion_dilute,28.630784142589857,0.0,0.12
150,20,evasion_dilute,28.034328028779893,0.0,0.138
150,20,evasion_dilute,27.437707135543526,0.0,0.149
150,20,evasion_dilute,26.84163750790475,0.0,0.158
150,20,evasion_dilute,26.24412514432751,0.0,0.174
150,20,evasion_dilute,25.647817481888637,0.0,0.197
150,20,evasion_dilute,25.05060999335509,0.0,0.208
150,20,evasion_dilute,24.45345733652187,0.0,0.22
150,20,evasion_dilute,23.856985199745903,0.0,0.235
150,20,evasion_dilute,23.260427655549908,0.0,0.264
150,20,evasion_dilute,22.66354026615147,0.0,0.283
150,20,evasion_dilute,22.066512712151294,0.0,0.3
150,20,evasion_dilute,21.46980030179692,0.0,0.318
150,20,evasion_dilute,20.872895201635192,0.0,0.355
150,20,evasion_dilute,20.276544327964814,0.0,0.381
150,20,evasion_dilute,19.679853713888946,0.0,0.4
150,20,evasion_dilute,19.083019952679617,0.0,0.422
150,20,evasion_dilute,18.48678239993206,0.0,0.447
150,20,evasion_dilute,17.889410289700752,0.0,0.473
150,20,evasion_dilute,17.292429823902065,0.0,0.497
150,20,evasion_dilute,16.69680394257951,0.0,0.53
150,20,evasion_dilute,16.09908693226233,0.0,0.561
150,20,evasion_dilute,15.503070351926786,0.0,0.582
150,20,evasion_dilute,14.906578314837764,0.0,0.604
150,20,evasion_dilute,14.308918507877031,0.0,0.618
150,20,evasion_dilute,13.712198270069774,0.0,0.647
150,20,evasion_dilute,13.115204636051018,0.0,0.671
150,20,evasion_dilute,12.518557371497694,0.0,0.689
150,20,evasion_dilute,11.920818753952375,0.0,0.721
150,20,evasion_dilute,11.325138859262188,0.0,0.745
150,20,evasion_dilute,10.7281583934635,0.0,0.771
150,20,evasion_dilute,10.131943638176958,0.0,0.789
150,20,evasion_dilute,9.534617148551582,0.0,0.809
150,20,evasion_dilute,8.939302159646388,0.0,0.835
150,20,evasion_dilute,8.341035157335565,0.0,0.857
150,20,evasion_dilute,7.7447274948966935,0.0,0.875
150,20,evasion_dilute,7.148130399270234,0.0,0.892
150,20,evasion_dilute,6.55129368009492,0.0,0.915
150,20,evasion_dilute,5.954677021213342,0.0,0.928
150,20,evasion_dilute,5.357535479757878,0.0,0.942
150,20,evasion_dilute,4.761953896871205,0.0,0.946
150,20,evasion_dilute,4.164309428507575,0.001,0.961
150,20,evasion_dilute,3.567030709125594,0.001,0.968
150,20,evasion_dilute,3.0,0.026,0.977
150,20,evasion_dilute,2.3979400086720375,0.107,0.98
150,20,evasion_dilute,1.7695510786217261,0.348,0.991
150,20,evasion_dilute,1.1804560644581312,0.8,0.999
150,20,evasion_dilute,0.585026652029182,0.992,1.0
150,20,evasion_dilute,-0.0,1.0,1.0
150,20,evasion_dilute,-inf,1.0,1.0
150,5,evasion_pure,inf,0.0,0.0
150,5,evasion_pure,82.93554201077308,0.0,0.007
150,5,evasion_pure,82.33818731446274,0.0,0.008
150,5,evasion_pure,81.74232142513081,0.0,0.009
150,5,evasion_pure,81.1444808443322,0.0,0.01
150,5,evasion_pure,80.54821356447572,0.0,0.051
150,5,evasion_pure,79.95078197732983,0.0,0.055
150,5,evasion_pure,79.3545777306509,0.0,0.064
150,5,evasion_pure,78.7569619513137,0.0,0.071
150,5,evasion_pure,78.16115090926274,0.0,0.193
150,5,evasion_pure,77.56383735295924,0.0,0.204
150,5,evasion_pure,76.96657624451305,0.0,0.22
150,5,evasion_pure,76.37059040089729,0.0,0.231
150,5,evasion_pure,75.77469071827414,0.0,0.501
150,5,evasion_pure,75.17717835469689,0.0,0.528
150,5,evasion_pure,74.58004425151024,0.0,0.546
150,5,evasion_pure,73.98296666070122,0.0,0.573
150,5,evasion_pure,73.38721614328027,0.0,0.779
150,5,evasion_pure,72.79048498545737,0.0,0.795
150,5,evasion_pure,72.19382002601611,0.0,0.809
150,5,evasion_pure,71.59687947882418,0.0,0.828
150,5,evasion_pure,71.0,0.0,0.93
